1978.3750	 64.34	   5.79
1978.4583	 62.74	   5.73
1978.5417	 61.26	   5.80
1978.6250	 62.03	   5.80
1978.7083	 61.34	   5.80
1978.7917	 62.11	   5.79
1978.8750	 58.22	   5.70
1978.9583	 58.37	   5.73
1979.0417	 57.28	   5.72
1979.1250	 59.34	   5.72
1979.2083	 59.72	   5.76
1979.2917	 58.70	   5.81
1979.3750	 58.53	   5.81
1979.4583	 59.09	   5.84
1979.5417	 61.41	   5.85
1979.6250	 65.85	   5.75
1979.7083	 68.05	   5.75
1979.7917	 70.21	   5.75
1979.8750	 69.16	   5.67
1979.9583	 71.81	   5.67
1980.0417	 71.70	   5.62
1980.1250	 71.80	   5.64
1980.2083	 68.40	   5.64
1980.2917	 68.52	   5.64
1980.3750	 68.05	   5.66
1980.4583	 68.25	   5.63
1980.5417	 66.58	   5.68
1980.6250	 64.31	   5.69
1980.7083	 65.12	   5.67
1980.7917	 65.24	   5.76
1980.8750	 69.93	   5.79
1980.9583	 73.87	   5.83
1981.0417	 75.82	   5.84
1981.1250	 75.94	   5.85
1981.2083	 76.42	   5.84
1981.2917	 77.36	   5.84
1981.3750	 78.21	   5.81
1981.4583	 80.21	   5.80
1981.5417	 79.02	   5.78
1981.6250	 81.74	   5.85
1981.7083	 80.82	   5.85
1981.7917	 83.27	   5.87
1981.8750	 81.83	   5.84
1981.9583	 79.40	   5.87
1982.0417	 74.51	   5.81
1982.1250	 73.46	   5.80
1982.2083	 73.34	   5.78
1982.2917	 72.75	   5.78
1982.3750	 73.03	   5.78
1982.4583	 70.18	   5.76
1982.5417	 68.38	   5.74
1982.6250	 68.27	   5.75
1982.7083	 72.06	   5.79
1982.7917	 75.79	   5.71
1982.8750	 76.19	   5.71
1982.9583	 75.46	   5.74
1983.0417	 76.08	   5.71
1983.1250	 75.68	   5.68
1983.2083	 77.97	   5.68
1983.2917	 81.68	   5.68
1983.3750	 84.62	   5.68
1983.4583	 84.14	   5.66
1983.5417	 82.00	   5.65
1983.6250	 76.47	   5.65
1983.7083	 76.48	   5.65
1983.7917	 74.16	   5.71
1983.8750	 76.31	   5.71
1983.9583	 74.19	   5.71
1984.0417	 73.57	   5.66
1984.1250	 74.11	   5.66
1984.2083	 76.58	   5.57
1984.2917	 77.95	   5.53
1984.3750	 79.51	   5.55
1984.4583	 81.74	   5.55
1984.5417	 81.30	   5.55
1984.6250	 83.28	   5.56
1984.7083	 80.12	   5.58
1984.7917	 78.27	   5.58
1984.8750	 73.28	   5.60
1984.9583	 72.05	   5.60
1985.0417	 67.08	   5.54
1985.1250	 68.88	   5.54
1985.2083	 65.95	   5.52
1985.2917	 67.72	   5.52
1985.3750	 67.91	   5.55
1985.4583	 70.00	   5.55
1985.5417	 69.44	   5.53
1985.6250	 67.84	   5.53
1985.7083	 67.05	   5.52
1985.7917	 67.52	   5.50
1985.8750	 67.90	   5.49
1985.9583	 68.65	   5.52
1986.0417	 69.70	   5.50
1986.1250	 70.80	   5.51
1986.2083	 68.39	   5.49
1986.2917	 66.35	   5.51
1986.3750	 64.39	   5.51
1986.4583	 65.20	   5.53
1986.5417	 66.49	   5.56
1986.6250	 68.42	   5.55
1986.7083	 67.64	   5.55
1986.7917	 66.25	   5.55
1986.8750	 65.41	   5.52
1986.9583	 66.57	   5.54
1987.0417	 69.95	   5.57
1987.1250	 74.55	   5.59
1987.2083	 74.46	   5.62
1987.2917	 72.47	   5.63
1987.3750	 74.25	   5.59
1987.4583	 75.99	   5.55
1987.5417	 77.73	   5.59
1987.6250	 72.40	   5.59
1987.7083	 69.85	   5.58
1987.7917	 67.31	   5.60
1987.8750	 70.50	   5.61
1987.9583	 73.04	   5.60
1988.0417	 71.53	   5.60
1988.1250	 73.36	   5.59
1988.2083	 71.43	   5.58
1988.2917	 75.09	   5.61
1988.3750	 75.25	   5.62
1988.4583	 76.49	   5.57
1988.5417	 74.37	   5.59
1988.6250	 74.54	   5.59
1988.7083	 75.26	   5.60
1988.7917	 76.14	   5.60
1988.8750	 74.51	   5.60
1988.9583	 69.58	   5.56
1989.0417	 68.58	   5.60
1989.1250	 69.56	   5.60
1989.2083	 74.01	   5.57
1989.2917	 75.42	   5.57
1989.3750	 76.12	   5.56
1989.4583	 75.35	   5.56
1989.5417	 76.07	   5.58
1989.6250	 76.68	   5.58
1989.7083	 77.63	   5.58
1989.7917	 76.15	   5.56
1989.8750	 77.40	   5.55
1989.9583	 75.72	   5.57
1990.0417	 76.60	   5.56
